tm,address_gu,sub_address,stn,ta_max,ta_min,hm_min,hm_max,ws_max,ws_ins_max,rn_day,call_count
2020-07-18,사상구,사상구 삼락동,904,27.0,18.4,61.3,93.1,4.2,6.4,0.0,2
2020-07-18,사상구,사상구 주례동,938,25.8,17.9,62.70067226890755,91.05647058823531,4.0,5.8,0.0,1
2020-07-18,사상구,사상구 학장동,904,27.0,18.4,61.3,93.1,4.2,6.4,0.0,2
2020-07-18,사하구,사하구 감천동,159,25.5,18.9,63.9,88.0,4.2,6.6,0.0,1
2020-07-18,사하구,사하구 괴정동,950,24.5,18.6,67.4,88.2,5.6,7.5,0.0,2
2020-07-18,사하구,사하구 다대동,950,24.5,18.6,67.4,88.2,5.6,7.5,0.0,1
2020-07-18,사하구,사하구 신평동,950,24.5,18.6,67.4,88.2,5.6,7.5,0.0,1
2020-07-18,사하구,사하구 하단동,950,24.5,18.6,67.4,88.2,5.6,7.5,0.0,1
2020-07-18,서구,서구 초장동,159,25.5,18.9,63.9,88.0,4.2,6.6,0.0,1
2020-07-18,수영구,수영구 망미동,940,26.4,16.9,62.5,95.4,2.0,4.1,0.0,2
2020-07-18,수영구,수영구 민락동,937,26.7,17.5,64.7,95.6,2.4,5.1,0.0,1
2020-07-18,연제구,연제구 거제동,940,26.4,16.9,62.5,95.4,2.0,4.1,0.0,1
2020-07-18,연제구,연제구 연산동,940,26.4,16.9,62.5,95.4,2.0,4.1,0.0,3
2020-07-18,영도구,영도구 동삼동,910,25.2,18.5,71.5,96.2,3.6,5.8,0.0,2
2020-07-18,영도구,영도구 청학동,159,25.5,18.9,63.9,88.0,4.2,6.6,0.0,1
2020-07-18,중구,중구 동광동,159,25.5,18.9,63.9,88.0,4.2,6.6,0.0,1
2020-07-18,중구,중구 보수동,159,25.5,18.9,63.9,88.0,4.2,6.6,0.0,1
2020-07-18,해운대구,해운대구 반여동,937,26.7,17.5,64.7,95.6,2.4,5.1,0.0,5
2020-07-18,해운대구,해운대구 재송동,937,26.7,17.5,64.7,95.6,2.4,5.1,0.0,1
2020-07-18,해운대구,해운대구 좌동,937,26.7,17.5,64.7,95.6,2.4,5.1,0.0,2
2020-07-18,해운대구,해운대구 중동,937,26.7,17.5,64.7,95.6,2.4,5.1,0.0,1
2020-07-19,강서구,강서구 명지동,904,27.1,22.3,78.4,97.8,6.0,11.4,1.5,2
2020-07-19,강서구,강서구 신호동,950,25.4,20.7,83.0,97.9,7.5,13.2,1.0,1
2020-07-19,금정구,금정구 구서동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,1
2020-07-19,금정구,금정구 금성동,941,27.1,21.8,83.82857142857142,97.22857142857141,4.3,7.5,0.5,1
2020-07-19,금정구,금정구 남산동,939,26.4,20.6,84.2,99.4,3.3,5.6,1.5,2
2020-07-19,금정구,금정구 부곡동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,3
2020-07-19,금정구,금정구 서동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,2
2020-07-19,금정구,금정구 오륜동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,1
2020-07-19,금정구,금정구 장전동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,4
2020-07-19,기장군,기장군 기장읍,923,25.6,20.7,87.6,96.3,4.2,6.7,1.5,2
2020-07-19,기장군,기장군 정관읍,923,25.6,20.7,87.6,96.3,4.2,6.7,1.5,2
2020-07-19,남구,남구 대연동,942,25.3,20.6,81.10000000000001,97.5,7.2,11.9,1.0,2
2020-07-19,남구,남구 문현동,942,25.3,20.6,81.10000000000001,97.5,7.2,11.9,1.0,2
2020-07-19,남구,남구 용호동,942,25.3,20.6,81.10000000000001,97.5,7.2,11.9,1.0,3
2020-07-19,동구,동구 범일동,942,25.3,20.6,81.10000000000001,97.5,7.2,11.9,1.0,1
2020-07-19,동구,동구 수정동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,동구,동구 초량동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,동래구,동래구 낙민동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,1
2020-07-19,동래구,동래구 온천동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,2
2020-07-19,부산진구,부산진구 가야동,938,27.2,21.3,80.36623376623378,97.58441558441558,4.7,10.8,1.0,2
2020-07-19,부산진구,부산진구 개금동,938,27.2,21.3,80.36623376623378,97.58441558441558,4.7,10.8,1.0,2
2020-07-19,부산진구,부산진구 당감동,938,27.2,21.3,80.36623376623378,97.58441558441558,4.7,10.8,1.0,1
2020-07-19,부산진구,부산진구 부전동,938,27.2,21.3,80.36623376623378,97.58441558441558,4.7,10.8,1.0,2
2020-07-19,부산진구,부산진구 양정동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,2
2020-07-19,부산진구,부산진구 초읍동,941,27.1,21.8,83.05916305916305,97.3076479076479,4.3,7.5,0.5,1
2020-07-19,북구,북구 구포동,941,27.1,21.8,83.05916305916305,97.3076479076479,4.3,7.5,0.5,1
2020-07-19,북구,북구 금곡동,941,27.1,21.8,83.05916305916305,97.3076479076479,4.3,7.5,0.5,1
2020-07-19,북구,북구 덕천동,941,27.1,21.8,83.05916305916305,97.3076479076479,4.3,7.5,0.5,2
2020-07-19,북구,북구 화명동,941,27.1,21.8,83.05916305916305,97.3076479076479,4.3,7.5,0.5,1
2020-07-19,사상구,사상구 감전동,904,27.1,22.3,78.4,97.8,6.0,11.4,1.5,1
2020-07-19,사상구,사상구 모라동,904,27.1,22.3,78.4,97.8,6.0,11.4,1.5,1
2020-07-19,사상구,사상구 삼락동,904,27.1,22.3,78.4,97.8,6.0,11.4,1.5,1
2020-07-19,사하구,사하구 괴정동,950,25.4,20.7,83.0,97.9,7.5,13.2,1.0,1
2020-07-19,사하구,사하구 다대동,950,25.4,20.7,83.0,97.9,7.5,13.2,1.0,2
2020-07-19,사하구,사하구 장림동,950,25.4,20.7,83.0,97.9,7.5,13.2,1.0,3
2020-07-19,사하구,사하구 하단동,950,25.4,20.7,83.0,97.9,7.5,13.2,1.0,1
2020-07-19,서구,서구 남부민동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,서구,서구 암남동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,수영구,수영구 광안동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-19,수영구,수영구 망미동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,2
2020-07-19,수영구,수영구 수영동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-19,연제구,연제구 연산동,940,25.6,20.3,86.0,97.0,4.9,8.6,0.5,2
2020-07-19,중구,중구 보수동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,중구,중구 부평동,159,25.2,21.4,81.1,97.5,8.1,12.8,0.5,1
2020-07-19,해운대구,해운대구 반송동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-19,해운대구,해운대구 우동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,3
2020-07-19,해운대구,해운대구 재송동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-19,해운대구,해운대구 좌동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-19,해운대구,해운대구 중동,937,25.3,20.2,87.4,97.2,8.3,14.3,1.5,1
2020-07-20,강서구,강서구 대저2동,904,29.6,24.3,75.2,99.3,6.2,13.3,6.0,1
2020-07-20,강서구,강서구 명지동,904,29.6,24.3,75.2,99.3,6.2,13.3,6.0,1
2020-07-20,강서구,강서구 신호동,950,27.4,22.7,79.1,97.9,9.3,15.9,1.5,1
2020-07-20,금정구,금정구 구서동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,1
2020-07-20,금정구,금정구 남산동,939,30.8,24.9,72.7,99.3,5.6,9.4,2.5,2
2020-07-20,금정구,금정구 노포동,939,30.8,24.9,72.7,99.3,5.6,9.4,2.5,1
2020-07-20,금정구,금정구 부곡동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,1
2020-07-20,금정구,금정구 장전동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,1
2020-07-20,기장군,기장군 기장읍,923,29.8,23.4,74.8,95.2,4.4,10.6,2.5,2
2020-07-20,기장군,기장군 일광면,923,29.8,23.4,74.8,95.2,4.4,10.6,2.5,1
2020-07-20,기장군,기장군 장안읍,923,29.8,23.4,74.8,95.2,4.4,10.6,2.5,1
2020-07-20,남구,남구 감만동,942,27.3,22.7,82.71428571428571,97.0,10.0,17.4,1.5,1
2020-07-20,남구,남구 대연동,942,27.3,22.7,82.71428571428571,97.0,10.0,17.4,1.5,3
2020-07-20,남구,남구 용호동,942,27.3,22.7,82.71428571428571,97.0,10.0,17.4,1.5,2
2020-07-20,남구,남구 우암동,942,27.3,22.7,82.71428571428571,97.0,10.0,17.4,1.5,1
2020-07-20,동구,동구 수정동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,1
2020-07-20,동구,동구 초량동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,1
2020-07-20,동래구,동래구 명장동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,2
2020-07-20,동래구,동래구 사직동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,2
2020-07-20,동래구,동래구 안락동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,2
2020-07-20,동래구,동래구 온천동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,3
2020-07-20,부산진구,부산진구 가야동,938,28.7,24.4,78.25454545454544,97.99090909090908,4.4,8.7,4.0,4
2020-07-20,부산진구,부산진구 개금동,938,28.7,24.4,78.25454545454544,97.99090909090908,4.4,8.7,4.0,2
2020-07-20,부산진구,부산진구 당감동,938,28.7,24.4,78.25454545454544,97.99090909090908,4.4,8.7,4.0,3
2020-07-20,부산진구,부산진구 부전동,938,28.7,24.4,78.25454545454544,97.99090909090908,4.4,8.7,4.0,2
2020-07-20,부산진구,부산진구 전포동,938,28.7,24.4,78.25454545454544,97.99090909090908,4.4,8.7,4.0,1
2020-07-20,북구,북구 구포동,941,29.4,23.9,77.46363636363637,97.82272727272728,4.7,8.9,1.0,3
2020-07-20,북구,북구 금곡동,941,29.4,23.9,77.46363636363637,97.82272727272728,4.7,8.9,1.0,1
2020-07-20,사상구,사상구 감전동,904,29.6,24.3,75.2,99.3,6.2,13.3,6.0,2
2020-07-20,사상구,사상구 괘법동,904,29.6,24.3,75.2,99.3,6.2,13.3,6.0,1
2020-07-20,사상구,사상구 학장동,904,29.6,24.3,75.2,99.3,6.2,13.3,6.0,1
2020-07-20,사하구,사하구 다대동,950,27.4,22.7,79.1,97.9,9.3,15.9,1.5,3
2020-07-20,사하구,사하구 장림동,950,27.4,22.7,79.1,97.9,9.3,15.9,1.5,2
2020-07-20,사하구,사하구 하단동,950,27.4,22.7,79.1,97.9,9.3,15.9,1.5,2
2020-07-20,서구,서구 남부민동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,2
2020-07-20,서구,서구 동대신동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,1
2020-07-20,수영구,수영구 광안동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,2
2020-07-20,수영구,수영구 망미동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,2
2020-07-20,수영구,수영구 민락동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,1
2020-07-20,연제구,연제구 거제동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,1
2020-07-20,연제구,연제구 연산동,940,28.0,23.9,78.2,97.0,5.1,9.8,4.5,4
2020-07-20,영도구,영도구 동삼동,910,24.5,21.4,94.2,97.6,8.4,11.7,0.5,1
2020-07-20,영도구,영도구 영선동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,1
2020-07-20,중구,중구 중앙동,159,26.4,23.7,80.8,96.9,13.2,19.9,1.1,2
2020-07-20,해운대구,해운대구 반송동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,2
2020-07-20,해운대구,해운대구 반여동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,1
2020-07-20,해운대구,해운대구 송정동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,2
2020-07-20,해운대구,해운대구 우동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,4
2020-07-20,해운대구,해운대구 좌동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,1
2020-07-20,해운대구,해운대구 중동,937,28.1,23.0,79.6,95.8,9.4,15.8,1.5,1
2020-07-21,강서구,강서구 구랑동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,3
2020-07-21,강서구,강서구 대저1동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,1
2020-07-21,강서구,강서구 명지동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,1
2020-07-21,강서구,강서구 송정동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,1
2020-07-21,강서구,강서구 신호동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,1
2020-07-21,강서구,강서구 죽동동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,1
2020-07-21,강서구,강서구 화전동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,1
2020-07-21,금정구,금정구 구서동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,2
2020-07-21,금정구,금정구 남산동,939,31.8,23.3,54.8,99.9,2.9,4.0,3.5,3
2020-07-21,금정구,금정구 부곡동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,1
2020-07-21,금정구,금정구 서동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,1
2020-07-21,금정구,금정구 장전동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,2
2020-07-21,금정구,금정구 청룡동,939,31.8,23.3,54.8,99.9,2.9,4.0,3.5,1
2020-07-21,기장군,기장군 기장읍,923,29.0,22.4,67.5,96.5,3.2,4.6,6.5,2
2020-07-21,기장군,기장군 정관읍,923,29.0,22.4,67.5,96.5,3.2,4.6,6.5,1
2020-07-21,남구,남구 대연동,942,29.4,22.3,67.3,96.7,3.0,5.4,4.0,2
2020-07-21,남구,남구 문현동,942,29.4,22.3,67.3,96.7,3.0,5.4,4.0,2
2020-07-21,남구,남구 용호동,942,29.4,22.3,67.3,96.7,3.0,5.4,4.0,2
2020-07-21,동구,동구 수정동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,2
2020-07-21,동구,동구 초량동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,동래구,동래구 사직동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,3
2020-07-21,동래구,동래구 수안동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,3
2020-07-21,동래구,동래구 온천동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,1
2020-07-21,부산진구,부산진구 가야동,938,31.5,23.1,66.81999999999998,97.54000000000002,3.0,5.1,6.5,1
2020-07-21,부산진구,부산진구 당감동,938,31.5,23.1,66.81999999999998,97.54000000000002,3.0,5.1,6.5,1
2020-07-21,부산진구,부산진구 범전동,938,31.5,23.1,66.81999999999998,97.54000000000002,3.0,5.1,6.5,1
2020-07-21,부산진구,부산진구 부전동,938,31.5,23.1,66.81999999999998,97.54000000000002,3.0,5.1,6.5,1
2020-07-21,부산진구,부산진구 양정동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,2
2020-07-21,부산진구,부산진구 전포동,938,31.5,23.1,66.81999999999998,97.54000000000002,3.0,5.1,6.5,4
2020-07-21,북구,북구 구포동,941,32.2,23.0,62.557142857142836,98.30952380952381,4.5,5.8,4.0,2
2020-07-21,북구,북구 덕천동,941,32.2,23.0,62.557142857142836,98.30952380952381,4.5,5.8,4.0,2
2020-07-21,북구,북구 만덕동,941,32.2,23.0,62.557142857142836,98.30952380952381,4.5,5.8,4.0,2
2020-07-21,북구,북구 화명동,941,32.2,23.0,62.557142857142836,98.30952380952381,4.5,5.8,4.0,1
2020-07-21,사상구,사상구 모라동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,4
2020-07-21,사상구,사상구 엄궁동,904,29.7,23.2,66.1,98.8,4.6,7.3,6.0,4
2020-07-21,사상구,사상구 주례동,938,31.5,23.1,65.92255639097743,97.70200501253134,3.0,5.1,6.5,1
2020-07-21,사하구,사하구 감천동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,2
2020-07-21,사하구,사하구 다대동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,1
2020-07-21,사하구,사하구 신평동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,3
2020-07-21,사하구,사하구 장림동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,2
2020-07-21,사하구,사하구 하단동,950,29.2,22.2,64.3,97.9,3.4,4.3,5.0,1
2020-07-21,서구,서구 동대신동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,서구,서구 부민동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,서구,서구 아미동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,서구,서구 토성동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,수영구,수영구 광안동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,1
2020-07-21,수영구,수영구 민락동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,2
2020-07-21,수영구,수영구 수영동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,1
2020-07-21,연제구,연제구 거제동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,2
2020-07-21,연제구,연제구 연산동,940,30.3,22.6,58.3,98.4,3.3,4.9,4.0,5
2020-07-21,영도구,영도구 대교동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,중구,중구 부평동,159,28.6,22.6,67.3,96.7,5.5,8.2,3.4,1
2020-07-21,해운대구,해운대구 반송동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,1
2020-07-21,해운대구,해운대구 우동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,3
2020-07-21,해운대구,해운대구 재송동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,3
2020-07-21,해운대구,해운대구 좌동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,2
2020-07-21,해운대구,해운대구 중동,937,29.5,22.6,68.1,97.0,2.9,5.6,6.0,1
2020-07-22,강서구,강서구 대저1동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,2
2020-07-22,강서구,강서구 동선동,921,23.6,21.2,96.8,99.9,5.1,7.4,44.5,1
2020-07-22,강서구,강서구 명지동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,4
2020-07-22,강서구,강서구 미음동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,1
2020-07-22,강서구,강서구 송정동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,금정구,금정구 구서동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,2
2020-07-22,금정구,금정구 금사동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,금정구,금정구 두구동,939,25.0,21.9,86.8,99.9,2.0,4.4,75.0,1
2020-07-22,금정구,금정구 부곡동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,2
2020-07-22,금정구,금정구 서동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,금정구,금정구 선동,939,25.0,21.9,86.8,99.9,2.0,4.4,75.0,1
2020-07-22,금정구,금정구 오륜동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,금정구,금정구 장전동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,기장군,기장군 기장읍,923,23.6,21.4,90.0,97.2,2.0,3.5,70.0,2
2020-07-22,기장군,기장군 장안읍,923,23.6,21.4,90.0,97.2,2.0,3.5,70.0,1
2020-07-22,남구,남구 대연동,942,23.8,21.2,79.85333333333332,98.6266666666667,3.7,5.6,89.5,4
2020-07-22,남구,남구 용호동,942,23.8,21.2,79.85333333333332,98.6266666666667,3.7,5.6,89.5,1
2020-07-22,동구,동구 수정동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,2
2020-07-22,동구,동구 초량동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,3
2020-07-22,동래구,동래구 수안동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,동래구,동래구 온천동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,부산진구,부산진구 가야동,938,25.2,21.7,80.35217391304349,99.2086956521739,2.3,3.5,78.0,3
2020-07-22,부산진구,부산진구 개금동,938,25.2,21.7,80.35217391304349,99.2086956521739,2.3,3.5,78.0,2
2020-07-22,부산진구,부산진구 당감동,938,25.2,21.7,80.35217391304349,99.2086956521739,2.3,3.5,78.0,2
2020-07-22,부산진구,부산진구 범천동,942,23.8,21.2,79.9364734299517,98.72367149758455,3.7,5.6,89.5,1
2020-07-22,부산진구,부산진구 부암동,938,25.2,21.7,80.35217391304349,99.2086956521739,2.3,3.5,78.0,2
2020-07-22,부산진구,부산진구 부전동,938,25.2,21.7,80.35217391304349,99.2086956521739,2.3,3.5,78.0,2
2020-07-22,부산진구,부산진구 양정동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,부산진구,부산진구 연지동,941,26.4,22.0,81.81003344481604,99.70936454849496,3.5,5.2,57.5,1
2020-07-22,북구,북구 금곡동,941,26.4,22.0,81.81003344481604,99.70936454849496,3.5,5.2,57.5,1
2020-07-22,북구,북구 덕천동,941,26.4,22.0,81.81003344481604,99.70936454849496,3.5,5.2,57.5,1
2020-07-22,북구,북구 화명동,941,26.4,22.0,81.81003344481604,99.70936454849496,3.5,5.2,57.5,4
2020-07-22,사상구,사상구 감전동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,1
2020-07-22,사상구,사상구 괘법동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,1
2020-07-22,사상구,사상구 덕포동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,1
2020-07-22,사상구,사상구 모라동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,3
2020-07-22,사상구,사상구 엄궁동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,2
2020-07-22,사상구,사상구 학장동,904,26.1,22.0,80.9,100.0,3.5,6.5,82.0,1
2020-07-22,사하구,사하구 감천동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,3
2020-07-22,사하구,사하구 괴정동,950,24.9,21.3,75.7,97.9,5.9,8.2,108.0,2
2020-07-22,사하구,사하구 구평동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,사하구,사하구 당리동,950,24.9,21.3,75.7,97.9,5.9,8.2,108.0,1
2020-07-22,사하구,사하구 장림동,950,24.9,21.3,75.7,97.9,5.9,8.2,108.0,1
2020-07-22,서구,서구 남부민동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,2
2020-07-22,서구,서구 서대신동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,서구,서구 암남동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,2
2020-07-22,수영구,수영구 남천동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,수영구,수영구 망미동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,연제구,연제구 거제동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,1
2020-07-22,연제구,연제구 연산동,940,24.3,21.1,83.1,99.7,2.2,4.1,82.5,8
2020-07-22,영도구,영도구 남항동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,영도구,영도구 동삼동,910,24.0,21.0,77.8,97.6,3.9,6.4,75.5,3
2020-07-22,영도구,영도구 신선동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,영도구,영도구 영선동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,영도구,영도구 청학동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,2
2020-07-22,중구,중구 동광동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,중구,중구 보수동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,중구,중구 중앙동,159,23.9,21.4,80.0,98.7,2.9,4.9,105.3,1
2020-07-22,해운대구,해운대구 반송동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,해운대구,해운대구 반여동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,해운대구,해운대구 우동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,5
2020-07-22,해운대구,해운대구 재송동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,해운대구,해운대구 좌동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-22,해운대구,해운대구 중동,937,23.7,21.5,90.9,98.4,2.4,5.5,73.0,1
2020-07-23,강서구,강서구 강동동,904,25.5,22.0,89.1,100.0,9.0,14.6,104.5,2
2020-07-23,강서구,강서구 대저1동,904,25.5,22.0,89.1,100.0,9.0,14.6,104.5,6
2020-07-23,강서구,강서구 대항동,921,24.0,20.9,92.3551724137931,99.03793103448275,12.2,16.0,121.5,1
2020-07-23,강서구,강서구 명지동,904,25.5,22.0,89.1,100.0,9.0,14.6,104.5,1
2020-07-23,강서구,강서구 범방동,904,25.5,22.0,89.1,100.0,9.0,14.6,104.5,1
2020-07-23,강서구,강서구 천성동,921,24.0,20.9,92.3551724137931,99.03793103448275,12.2,16.0,121.5,1
2020-07-23,금정구,금정구 구서동,940,22.4,21.0,94.2,99.8,2.8,5.1,191.5,2
2020-07-23,금정구,금정구 남산동,939,22.9,21.7,90.6,99.9,3.3,6.5,136.5,3
2020-07-23,금정구,금정구 노포동,939,22.9,21.7,90.6,99.9,3.3,6.5,136.5,1
2020-07-23,금정구,금정구 장전동,940,22.4,21.0,94.2,99.8,2.8,5.1,191.5,2
2020-07-23,금정구,금정구 청룡동,939,22.9,21.7,90.6,99.9,3.3,6.5,136.5,1
2020-07-23,금정구,금정구 회동동,940,22.4,21.0,94.2,99.8,2.8,5.1,191.5,2
2020-07-23,기장군,기장군 기장읍,923,22.6,20.9,95.7,97.5,4.0,6.3,205.0,10
2020-07-23,기장군,기장군 일광면,923,22.6,20.9,95.7,97.5,4.0,6.3,205.0,2
2020-07-23,기장군,기장군 장안읍,923,22.6,20.9,95.7,97.5,4.0,6.3,205.0,1
2020-07-23,기장군,기장군 정관읍,923,22.6,20.9,95.7,97.5,4.0,6.3,205.0,2
2020-07-23,기장군,기장군 철마면,939,22.9,21.7,90.6,99.9,3.3,6.5,136.5,4
2020-07-23,남구,남구 감만동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,1
2020-07-23,남구,남구 대연동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,10
2020-07-23,남구,남구 문현동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,6
2020-07-23,남구,남구 용당동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,2
2020-07-23,남구,남구 용호동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,5
2020-07-23,남구,남구 우암동,942,23.1,21.1,93.13888888888887,99.03333333333332,6.0,11.2,166.5,1
