"call119_train.tm","call119_train.address_city","call119_train.address_gu","call119_train.sub_address","call119_train.stn","call119_train.ta_max","call119_train.ta_min","call119_train.ta_max_min","call119_train.hm_min","call119_train.hm_max","call119_train.ws_max","call119_train.ws_ins_max","call119_train.rn_day","call119_train.call_count"
"20210613","부산광역시","사하구","괴정동",950,24.8,20.5,4.3,68.2,99.9,5.1,6.8,0,3
"20210613","부산광역시","사하구","구평동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","사하구","다대동",950,24.8,20.5,4.3,68.2,99.9,5.1,6.8,0,3
"20210613","부산광역시","사하구","당리동",950,24.8,20.5,4.3,68.2,99.9,5.1,6.8,0,1
"20210613","부산광역시","사하구","장림동",950,24.8,20.5,4.3,68.2,99.9,5.1,6.8,0,1
"20210613","부산광역시","사하구","하단동",950,24.8,20.5,4.3,68.2,99.9,5.1,6.8,0,1
"20210613","부산광역시","서구","남부민동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","서구","서대신동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","서구","아미동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","수영구","광안동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,6
"20210613","부산광역시","수영구","남천동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,1
"20210613","부산광역시","수영구","망미동",940,28.4,20.9,7.5,53.7,90.9,3.6,6.6,0,1
"20210613","부산광역시","연제구","거제동",940,28.4,20.9,7.5,53.7,90.9,3.6,6.6,0,6
"20210613","부산광역시","연제구","연산동",940,28.4,20.9,7.5,53.7,90.9,3.6,6.6,0,6
"20210613","부산광역시","영도구","동삼동",910,26.2,20.1,6.1,76.3,96.5,2.2,3.8,0,5
"20210613","부산광역시","영도구","신선동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","영도구","영선동",159,26.8,20.4,6.4,71.4,98.8,3.8,5.5,0,1
"20210613","부산광역시","해운대구","반송동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,1
"20210613","부산광역시","해운대구","반여동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,1
"20210613","부산광역시","해운대구","송정동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,2
"20210613","부산광역시","해운대구","우동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,2
"20210613","부산광역시","해운대구","재송동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,2
"20210613","부산광역시","해운대구","좌동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,1
"20210613","부산광역시","해운대구","중동",937,27.7,19.5,8.2,70.7,98.4,2.7,4.2,0,6
"20210614","부산광역시","강서구","강동동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,4
"20210614","부산광역시","금정구","구서동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","금정구","부곡동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","금정구","서동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,2
"20210614","부산광역시","금정구","장전동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,3
"20210614","부산광역시","기장군","장안읍",923,25.5,20.1,5.4,73.2,94.7,2.8,4.4,0,1
"20210614","부산광역시","기장군","정관읍",923,25.5,20.1,5.4,73.2,94.7,2.8,4.4,0,4
"20210614","부산광역시","남구","감만동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,1
"20210614","부산광역시","남구","대연동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,2
"20210614","부산광역시","남구","문현동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,3
"20210614","부산광역시","남구","용당동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,1
"20210614","부산광역시","남구","용호동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,4
"20210614","부산광역시","동구","범일동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,1
"20210614","부산광역시","동구","좌천동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,1
"20210614","부산광역시","동구","초량동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","동래구","명장동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","동래구","사직동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","동래구","수안동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","동래구","온천동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,2
"20210614","부산광역시","부산진구","가야동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,3
"20210614","부산광역시","부산진구","개금동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,2
"20210614","부산광역시","부산진구","당감동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,1
"20210614","부산광역시","부산진구","범천동",942,25.4,19.8,5.6,-99,-99,3.9,7.5,0,2
"20210614","부산광역시","부산진구","부암동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,2
"20210614","부산광역시","부산진구","부전동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,1
"20210614","부산광역시","부산진구","양정동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,3
"20210614","부산광역시","부산진구","전포동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,2
"20210614","부산광역시","부산진구","초읍동",941,26.8,20.2,6.6,61.8,95.8,3.7,8.4,0,1
"20210614","부산광역시","북구","금곡동",941,26.8,20.2,6.6,61.8,95.8,3.7,8.4,0,2
"20210614","부산광역시","북구","덕천동",941,26.8,20.2,6.6,61.8,95.8,3.7,8.4,0,1
"20210614","부산광역시","북구","만덕동",941,26.8,20.2,6.6,61.8,95.8,3.7,8.4,0,1
"20210614","부산광역시","북구","화명동",941,26.8,20.2,6.6,61.8,95.8,3.7,8.4,0,4
"20210614","부산광역시","사상구","감전동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,1
"20210614","부산광역시","사상구","괘법동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,1
"20210614","부산광역시","사상구","모라동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,3
"20210614","부산광역시","사상구","삼락동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,1
"20210614","부산광역시","사상구","엄궁동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,1
"20210614","부산광역시","사상구","주례동",938,25.7,19.6,6.1,68.2,96.4,3.5,6.3,0,1
"20210614","부산광역시","사상구","학장동",904,27,20.4,6.6,61.9,98.1,3.7,6.7,0,3
"20210614","부산광역시","사하구","감천동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,3
"20210614","부산광역시","사하구","괴정동",950,24.9,19.8,5.1,64.5,99.9,8.1,10.6,0,1
"20210614","부산광역시","사하구","다대동",950,24.9,19.8,5.1,64.5,99.9,8.1,10.6,0,3
"20210614","부산광역시","사하구","신평동",950,24.9,19.8,5.1,64.5,99.9,8.1,10.6,0,1
"20210614","부산광역시","서구","서대신동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,2
"20210614","부산광역시","서구","암남동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","수영구","광안동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,3
"20210614","부산광역시","수영구","남천동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,1
"20210614","부산광역시","수영구","망미동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,1
"20210614","부산광역시","수영구","수영동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,1
"20210614","부산광역시","연제구","거제동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,2
"20210614","부산광역시","연제구","연산동",940,27,19.4,7.6,56.9,90.4,2.7,4.5,0,9
"20210614","부산광역시","영도구","영선동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","중구","남포동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","중구","대청동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","중구","중앙동",159,25.9,20.5,5.4,70.3,95.1,4.8,7.1,0,1
"20210614","부산광역시","해운대구","반송동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,2
"20210614","부산광역시","해운대구","반여동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,3
"20210614","부산광역시","해운대구","송정동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,3
"20210614","부산광역시","해운대구","우동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,4
"20210614","부산광역시","해운대구","재송동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,2
"20210614","부산광역시","해운대구","좌동",937,25.8,18.2,7.6,74,97.7,3,6.6,0,1
"20210615","부산광역시","강서구","강동동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,1
"20210615","부산광역시","강서구","녹산동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
"20210615","부산광역시","강서구","대저1동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,3
"20210615","부산광역시","강서구","명지동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,4
"20210615","부산광역시","강서구","송정동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,2
"20210615","부산광역시","강서구","화전동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
"20210615","부산광역시","금정구","구서동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,2
"20210615","부산광역시","금정구","금사동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","금정구","금성동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,1
"20210615","부산광역시","금정구","남산동",939,23.4,18.2,5.2,67.9,89.4,4.2,11.2,2.5,1
"20210615","부산광역시","금정구","부곡동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","금정구","서동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","금정구","선동",939,23.4,18.2,5.2,67.9,89.4,4.2,11.2,2.5,1
"20210615","부산광역시","금정구","장전동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","기장군","기장읍",923,22,18.2,3.8,84,95.1,4.3,6.4,27,1
"20210615","부산광역시","기장군","일광면",923,22,18.2,3.8,84,95.1,4.3,6.4,27,1
"20210615","부산광역시","기장군","장안읍",923,22,18.2,3.8,84,95.1,4.3,6.4,27,5
"20210615","부산광역시","기장군","정관읍",923,22,18.2,3.8,84,95.1,4.3,6.4,27,3
"20210615","부산광역시","남구","감만동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
"20210615","부산광역시","남구","대연동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,5
"20210615","부산광역시","남구","문현동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
"20210615","부산광역시","남구","용호동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
"20210615","부산광역시","동구","범일동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,2
"20210615","부산광역시","동구","수정동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,4
"20210615","부산광역시","동구","초량동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","동래구","명륜동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","동래구","명장동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,3
"20210615","부산광역시","동래구","사직동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,3
"20210615","부산광역시","동래구","수안동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","동래구","안락동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,5
"20210615","부산광역시","동래구","온천동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,5
"20210615","부산광역시","부산진구","가야동",938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,3
"20210615","부산광역시","부산진구","개금동",938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
"20210615","부산광역시","부산진구","범천동",942,22.5,17.9,4.6,-99,-99,6.6,11.7,41,1
"20210615","부산광역시","부산진구","부암동",938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
"20210615","부산광역시","부산진구","부전동",938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,5
"20210615","부산광역시","부산진구","양정동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,1
"20210615","부산광역시","부산진구","연지동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,2
"20210615","부산광역시","북구","구포동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,5
"20210615","부산광역시","북구","금곡동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,2
"20210615","부산광역시","북구","덕천동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,1
"20210615","부산광역시","북구","만덕동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,3
"20210615","부산광역시","북구","화명동",941,24,19.8,4.2,74.4,93.5,4.3,10.1,14.5,3
"20210615","부산광역시","사상구","감전동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,3
"20210615","부산광역시","사상구","괘법동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,1
"20210615","부산광역시","사상구","모라동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
"20210615","부산광역시","사상구","삼락동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
"20210615","부산광역시","사상구","엄궁동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
"20210615","부산광역시","사상구","주례동",938,22.8,18.2,4.6,79.2,97,5.4,10.6,30.5,2
"20210615","부산광역시","사상구","학장동",904,24.4,20.2,4.2,73.7,95.7,6.9,12.7,14.5,2
"20210615","부산광역시","사하구","감천동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
"20210615","부산광역시","사하구","괴정동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,4
"20210615","부산광역시","사하구","다대동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,4
"20210615","부산광역시","사하구","신평동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
"20210615","부산광역시","사하구","장림동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,1
"20210615","부산광역시","사하구","하단동",950,22,18.1,3.9,67.9,99.9,9.4,12.7,26.5,3
"20210615","부산광역시","서구","남부민동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","서구","동대신동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","서구","아미동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","서구","충무동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","수영구","광안동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
"20210615","부산광역시","수영구","남천동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
"20210615","부산광역시","수영구","망미동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,4
"20210615","부산광역시","수영구","민락동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
"20210615","부산광역시","수영구","수영동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
"20210615","부산광역시","연제구","연산동",940,23.2,18.5,4.7,70.3,89.1,2.9,6,22.5,6
"20210615","부산광역시","영도구","동삼동",910,21.6,18.1,3.5,89.4,96.8,8.1,12.3,36.5,2
"20210615","부산광역시","영도구","청학동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
"20210615","부산광역시","중구","보수동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,1
"20210615","부산광역시","중구","부평동",159,22.9,18.6,4.3,80.4,97.4,4.7,9.9,30,2
"20210615","부산광역시","해운대구","반송동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,2
"20210615","부산광역시","해운대구","반여동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,4
"20210615","부산광역시","해운대구","송정동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,1
"20210615","부산광역시","해운대구","우동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,4
"20210615","부산광역시","해운대구","재송동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
"20210615","부산광역시","해운대구","좌동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,5
"20210615","부산광역시","해운대구","중동",937,23,17.8,5.2,82.2,97.9,6.1,10.6,48,3
"20210616","부산광역시","강서구","강동동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
"20210616","부산광역시","강서구","대저1동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
"20210616","부산광역시","강서구","명지동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
"20210616","부산광역시","강서구","송정동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
"20210616","부산광역시","강서구","지사동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
"20210616","부산광역시","금정구","구서동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","금정구","금사동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","금정구","남산동",939,21.8,17.7,4.1,72.7,89.9,4.4,10.8,-99,3
"20210616","부산광역시","금정구","부곡동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","금정구","서동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
"20210616","부산광역시","금정구","오륜동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
"20210616","부산광역시","금정구","장전동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","금정구","청룡동",939,21.8,17.7,4.1,72.7,89.9,4.4,10.8,-99,1
"20210616","부산광역시","기장군","기장읍",923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,4
"20210616","부산광역시","기장군","일광면",923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,3
"20210616","부산광역시","기장군","장안읍",923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,1
"20210616","부산광역시","기장군","정관읍",923,20.9,18.1,2.8,82.4,95.1,4.6,7.6,20,1
"20210616","부산광역시","남구","감만동",942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
"20210616","부산광역시","남구","대연동",942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,4
"20210616","부산광역시","남구","문현동",942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,3
"20210616","부산광역시","남구","용호동",942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
"20210616","부산광역시","동구","범일동",942,21.8,17.7,4.1,-99,-99,6.9,13.9,15.5,1
"20210616","부산광역시","동구","수정동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","동구","초량동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","동래구","낙민동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
"20210616","부산광역시","동래구","명장동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
"20210616","부산광역시","동래구","수안동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","동래구","안락동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,3
"20210616","부산광역시","동래구","온천동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","부산진구","가야동",938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,1
"20210616","부산광역시","부산진구","개금동",938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,1
"20210616","부산광역시","부산진구","부전동",938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,4
"20210616","부산광역시","부산진구","연지동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,1
"20210616","부산광역시","부산진구","전포동",938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,2
"20210616","부산광역시","부산진구","초읍동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,1
"20210616","부산광역시","북구","구포동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,4
"20210616","부산광역시","북구","덕천동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,3
"20210616","부산광역시","북구","만덕동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,2
"20210616","부산광역시","북구","화명동",941,23.6,18.5,5.1,69.6,93.6,5.7,11.8,11,2
"20210616","부산광역시","사상구","감전동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
"20210616","부산광역시","사상구","덕포동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,1
"20210616","부산광역시","사상구","모라동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
"20210616","부산광역시","사상구","삼락동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,3
"20210616","부산광역시","사상구","엄궁동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
"20210616","부산광역시","사상구","주례동",938,21.6,18,3.6,78.9,95.7,4.7,10.4,13.5,3
"20210616","부산광역시","사상구","학장동",904,24.4,18.6,5.8,69.3,95,7.2,14.4,11,2
"20210616","부산광역시","사하구","괴정동",950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,4
"20210616","부산광역시","사하구","구평동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","사하구","다대동",950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,1
"20210616","부산광역시","사하구","당리동",950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,1
"20210616","부산광역시","사하구","장림동",950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,2
"20210616","부산광역시","사하구","하단동",950,22.2,17.7,4.5,68.6,99.7,9.3,13.7,16.5,2
"20210616","부산광역시","서구","남부민동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","서구","동대신동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","서구","서대신동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","서구","아미동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","수영구","광안동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,4
"20210616","부산광역시","수영구","망미동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,5
"20210616","부산광역시","연제구","거제동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,2
"20210616","부산광역시","연제구","연산동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,5
"20210616","부산광역시","영도구","대교동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","영도구","동삼동",910,21.3,17.8,3.5,84.7,96.8,9.5,13.5,16,2
"20210616","부산광역시","영도구","청학동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,2
"20210616","부산광역시","중구","보수동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,1
"20210616","부산광역시","중구","영주동",159,22.5,18.3,4.2,74.7,96.5,5.8,13.1,13.5,2
"20210616","부산광역시","해운대구","반송동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,3
"20210616","부산광역시","해운대구","반여동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
"20210616","부산광역시","해운대구","석대동",940,23.4,18.2,5.2,66.7,88.5,2.9,6.7,17.5,1
"20210616","부산광역시","해운대구","송정동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,1
"20210616","부산광역시","해운대구","우동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,1
"20210616","부산광역시","해운대구","좌동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
"20210616","부산광역시","해운대구","중동",937,22.2,17.6,4.6,85.2,98.2,6.5,12.7,21.5,2
"20210617","부산광역시","강서구","강동동",904,24.2,18.2,6,67.1,96.2,6,9.3,1.5,1
"20210617","부산광역시","강서구","동선동",921,22,18.4,3.6,74.1,97.5,7.9,10,2,1
"20210617","부산광역시","강서구","천성동",921,22,18.4,3.6,74.1,97.5,7.9,10,2,1
"20210617","부산광역시","강서구","화전동",950,22.1,17.7,4.4,62.1,98.5,5.2,9.7,1,1
"20210617","부산광역시","금정구","구서동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","금정구","금사동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","금정구","부곡동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","금정구","서동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,3
"20210617","부산광역시","금정구","장전동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,2
"20210617","부산광역시","금정구","회동동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","기장군","기장읍",923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,2
"20210617","부산광역시","기장군","일광면",923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,3
"20210617","부산광역시","기장군","정관읍",923,21.3,17.5,3.8,76,92.6,3.5,6.8,0,8
"20210617","부산광역시","기장군","철마면",939,22.2,17.2,5,69,89.8,3.3,6.5,0.5,1
"20210617","부산광역시","남구","감만동",942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
"20210617","부산광역시","남구","대연동",942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,3
"20210617","부산광역시","남구","용당동",942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
"20210617","부산광역시","남구","용호동",942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,1
"20210617","부산광역시","동구","범일동",942,22.5,17.9,4.6,-99,-99,5.4,9.4,1,4
"20210617","부산광역시","동구","수정동",159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
"20210617","부산광역시","동구","초량동",159,23.2,18.2,5,69.5,94.1,5.2,9,1.1,1
"20210617","부산광역시","동래구","명장동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","동래구","사직동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,2
"20210617","부산광역시","동래구","안락동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,1
"20210617","부산광역시","동래구","온천동",940,22,17.6,4.4,67,89.1,2.8,5.3,1,3
"20210617","부산광역시","부산진구","개금동",938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,1
"20210617","부산광역시","부산진구","범전동",938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,1
"20210617","부산광역시","부산진구","부전동",938,22.2,17.4,4.8,73.1,95.1,3.1,6.9,1.5,6
"20210617","부산광역시","부산진구","초읍동",941,23.4,18.2,5.2,68,93.7,3.9,7.7,1,1
